WID,Trial,WasFit,EmpLeft,EmpBal,EmpRight,ModLeft,ModBal,ModRight,LLH,HalfOrder
S169,CW_Pure_8,Y,1,0,0,0.827687091042,0.120003624354,0.0523092846041,-0.189120105392,first
S169,CB_Mixed_15,Y,0,1,0,0.487677486278,0.270777381068,0.241545132654,-1.30645826777,first
S169,CB_Mixed_13,Y,0,1,0,0.473830315079,0.221545133978,0.304624550943,-1.50712894512,first
S169,Weight_Mixed_2,Y,1,0,0,0.796916936611,0.153850794228,0.0492322691609,-0.227004825685,first
S169,CD_Pure_14,Y,0,1,0,0.345548735996,0.23385319575,0.420598068254,-1.45306172909,first
S169,CD_Mixed_6,Y,0,1,0,0.603095048929,0.101541531695,0.295363419376,-2.28728738493,first
S169,CW_Pure_0,Y,1,0,0,0.559986747488,0.221545133978,0.218468118535,-0.579842160734,first
S169,CD_Pure_11,Y,0,1,0,0.419089044065,0.244007226372,0.336903729563,-1.41055743785,first
S169,CD_Pure_12,Y,0,0,1,0.29231648917,0.258469319296,0.449214191534,-0.80025546371,first
S169,CW_Mixed_12,Y,1,0,0,0.938459646996,0.0400012228314,0.0215391301725,-0.0635154212204,first
S169,CW_Mixed_9,Y,1,0,0,0.541524654829,0.24308424208,0.215391103091,-0.613366682961,first
S169,CW_Mixed_8,Y,1,0,0,0.735376627748,0.160004825115,0.104618547138,-0.307372492307,first
S169,CD_Mixed_8,Y,0,0,1,0.373241874984,0.246161257523,0.380596867493,-0.966014554599,first
S169,CD_Mixed_9,Y,1,0,0,0.715097448333,0.0615403309335,0.223362220734,-0.335336454201,first
S169,CW_Pure_7,Y,1,0,0,0.763069766736,0.141542732456,0.0953875008083,-0.270405814478,first
S169,CW_Pure_6,Y,1,0,0,0.803070967497,0.123080639797,0.0738483927062,-0.219312190986,first
S169,CW_Pure_5,Y,1,0,0,0.661528257112,0.215391103091,0.123080639797,-0.413202579617,first
S169,CD_Pure_2,Y,0,1,0,0.396935014238,0.249238272966,0.353826712796,-1.38934592053,first
S169,CW_Mixed_0,Y,1,0,0,0.993845924973,0.00615405295671,2.20703908124e-08,-0.00617308939753,first
S169,CD_Mixed_0,Y,0,1,0,0.286162458284,0.227699164864,0.486138376852,-1.47972997362,first
S169,CD_Pure_1,Y,0,1,0,0.727098650948,0.0369242073883,0.235977141664,-3.29888791624,first
S169,CW_Mixed_5,Y,1,0,0,0.867688291803,0.101541531695,0.030770176502,-0.141922739643,first
S169,CD_Mixed_7,Y,0,0,1,0.362779781796,0.227699164864,0.40952105334,-0.892766964703,first
S169,CD_Pure_4,Y,0,1,0,0.6809434193,0.0769254081493,0.24213117255,-2.56491905198,first
S169,CD_Mixed_5,Y,1,0,0,0.388318889633,0.209237072205,0.402444038162,-0.94592839642,first
S169,CW_Mixed_6,Y,1,0,0,0.803999952385,0.128000020436,0.068000027179,-0.218156069026,second
S169,CW_Pure_13,Y,1,0,0,0.799999952835,0.124000020885,0.0760000262799,-0.223143610271,second
S169,CW_Pure_12,Y,1,0,0,0.84799994744,0.128000020436,0.0240000321239,-0.164874705171,second
S169,CW_Pure_15,Y,1,0,0,0.663999968119,0.216000010546,0.120000021335,-0.40947317752,second
S169,CW_Pure_14,Y,1,0,0,0.58799997666,0.208000011445,0.204000011895,-0.531028370777,second
S169,Weight_Mixed_3,Y,1,0,0,0.380000000036,0.339999996611,0.280000003354,-0.967584026167,second
S169,Bal_Pure_5,Y,0,1,0,0.100000024375,0.775999953758,0.124000021868,-0.25360281839,second
S169,Dist_Mixed_3,Y,1,0,0,0.643999967547,0.24000000975,0.116000022703,-0.440056603271,second
S169,Dist_Mixed_2,Y,1,0,0,0.423999990529,0.531999979247,0.0440000302247,-0.858021846088,second
S169,Dist_Mixed_5,Y,1,0,0,0.391999993871,0.503999982172,0.104000023957,-0.936493454826,second
S169,Weight_Mixed_6,Y,1,0,0,0.356000002733,0.256000006051,0.387999991216,-1.03282454045,second
S169,Weight_Mixed_5,Y,1,0,0,0.999999930358,3.48210973181e-08,3.48210973181e-08,-6.96421963256e-08,second
S169,CW_Mixed_10,Y,1,0,0,0.971999933505,0.0280000316743,3.48210973181e-08,-0.0283995429327,second
S169,Bal_Pure_7,Y,0,1,0,0.116000022703,0.79999995125,0.0840000260462,-0.223143612251,second
S169,CD_Mixed_3,Y,1,0,0,0.883999935474,0.0920000244818,0.0240000400445,-0.123298289338,second
S169,CD_Mixed_11,Y,0,1,0,0.491999979528,0.315999999308,0.192000021164,-1.15201306759,second
S169,CD_Mixed_13,Y,0,1,0,0.927999930529,0.0600000280781,0.0120000413931,-2.81341024879,second
S169,CD_Mixed_14,Y,0,1,0,0.859999938171,0.0800000258304,0.0600000359987,-2.52572832143,second
S169,CW_Pure_1,Y,1,0,0,0.879999943844,0.100000023583,0.0200000325734,-0.127833435324,second
S169,Bal_Pure_0,Y,0,1,0,0.00400003440324,0.967999933701,0.0280000318961,-0.0325232601966,second
S169,Dist_Pure_7,Y,1,0,0,0.68799996295,0.248000008914,0.0640000281354,-0.3739664949,second
S169,Weight_Pure_0,Y,1,0,0,0.471999989633,0.300000001106,0.228000009261,-0.75077631536,second
S169,Weight_Pure_3,Y,1,0,0,0.543999981605,0.260000005601,0.196000012794,-0.608806065941,second
S169,Weight_Pure_5,Y,1,0,0,0.531999982953,0.280000003354,0.188000013693,-0.631111821683,second
S169,Dist_Pure_3,Y,1,0,0,0.435999989275,0.387999994289,0.176000016436,-0.830113060231,second
S169,CW_Pure_9,Y,1,0,0,0.651999969467,0.228000009198,0.120000021335,-0.427710763885,second
S169,CD_Pure_15,Y,0,1,0,0.483999980427,0.319999998858,0.196000020714,-1.13943428676,second
S169,CB_Mixed_9,Y,0,1,0,0.324000000975,0.292000004318,0.383999994707,-1.23100146193,second
S169,CB_Pure_12,Y,0,1,0,0.332000005367,0.276000003803,0.39199999083,-1.28735439949,second
S169,CB_Pure_13,Y,1,0,0,0.32800000588,0.304000000656,0.367999993464,-1.11474165267,second
S169,CB_Pure_11,Y,0,1,0,0.292000009926,0.311999999757,0.395999990317,-1.16475209195,second
S169,CB_Pure_14,Y,1,0,0,0.30400000845,0.343999996161,0.351999995389,-1.19072754978,second
S169,CB_Pure_15,Y,0,1,0,0.380000000036,0.296000001555,0.323999998409,-1.2173958194,second
S169,CB_Pure_8,Y,0,1,0,0.395999998238,0.268000004702,0.33599999706,-1.31676828093,second
S169,CB_Pure_9,Y,1,0,0,0.383999999523,0.264000005183,0.351999995294,-0.957112727637,second
