Strategy,FitType,CVOrder,FitLLH,CVLLH,AddStratParam
add1_psmd,all,31,-5795.379175724671,-5460.126619075644,1.0946087581228768e-08
add1_psmd,all,32,-5636.373122235433,-5600.486739909829,1.475378880568846e-06
add1_psmd,all,33,-5509.501342066856,-5741.933716550457,5.920518289484111e-07
add1_psmd,all,34,-5578.601422754654,-5666.447743663455,1.9519239256173728e-10
add1_psmd,all,35,-5725.772149569126,-5516.017899451884,2.4201181451019514e-06
add1_psmd,all,36,-5749.306842649052,-5480.315335578593,1.294965193833041e-07
add1_psmd,all,37,-5566.436765115925,-5660.556782250365,8.789583492061118e-08
add1_psmd,all,38,-5642.436492198336,-5619.24367302283,6.018056996108197e-07
add1_psmd,all,39,-5622.886868357088,-5621.846587195138,2.7452998885948643e-06
add1_psmd,all,40,-5727.757524210389,-5513.465055793345,3.595870545306353e-08
add1_psmd,all,41,-5545.976784934504,-5696.558383190657,1.0615764411622247e-06
add1_psmd,all,42,-5545.536917306133,-5697.527670633895,8.784858379784966e-07
add1_psmd,all,43,-5611.318728578571,-5616.439617186339,4.1178519345405306e-07
add1_psmd,all,44,-5517.841881881027,-5723.692967560216,1.0212536921881946e-06
add1_psmd,all,45,-5626.487492502015,-5608.7667533110325,1.0867743014966986e-06
add1_psmd,all,46,-5615.719366284493,-5642.797040392022,1.5417289210238944e-06
add1_psmd,all,47,-5601.693346502791,-5643.982630795762,1.8314899413779032e-08
add1_psmd,all,48,-5708.155089965177,-5556.227038840634,4.6281362887620765e-06
add1_psmd,all,49,-5555.388150960322,-5686.013041408577,9.581888875184e-08
add1_psm,all,0,-5674.827554412107,-5555.007365066937,3.759688728261708e-06
add1_psm,all,1,-5669.85633876856,-5565.479694960664,2.6995826900677085e-06
add1_psm,all,2,-5876.508763921338,-5368.9383003273215,1.1797884648390505e-06
add1_psm,all,3,-5786.70433307917,-5454.654270102997,1.1414017412688207e-09
add1_psm,all,4,-5343.939722159666,-5893.703482273909,5.531082489467696e-05
add1_psm,all,5,-5529.912687436823,-5709.308758259745,1.203081191971646e-07
add1_psm,all,6,-5524.820172370916,-5708.622121992892,2.0200809426109696e-06
add1_psm,all,7,-5640.996690938621,-5634.512222867485,3.835613505001628e-06
add1_psm,all,8,-5669.751364001729,-5585.009904813465,1.6285620750281286e-07
add1_psm,all,9,-5574.3147319605805,-5657.847788328512,7.136222246092325e-06
add1_psm,all,10,-5559.733105435237,-5678.1648548007415,2.884006315236888e-07
add1_psm,all,11,-5743.555859668401,-5521.2268527949145,1.7941034962648826e-07
add1_psm,all,12,-5492.994708543583,-5750.558373709599,3.348912011432956e-06
add1_psm,all,13,-5691.11999043285,-5540.539402274182,5.868497271520867e-07
add1_psm,all,14,-5589.975805010467,-5658.139433895838,6.578964926314236e-07
add1_psm,all,15,-5704.923394827441,-5547.637926073587,2.3056923867676466e-07
add1_psm,all,16,-5629.982455388141,-5615.090258582107,9.943852125922635e-06
add1_psm,all,17,-5720.677710072907,-5512.825785202488,1.43839644579757e-06
add1_psm,all,18,-5812.989478383535,-5442.361232917171,2.3763948542411274e-06
add1_psm,all,19,-5696.930103485071,-5561.290726053859,3.084949570355e-07
add1_psm,all,20,-5600.939116675008,-5632.219001384058,5.908194400801334e-06
add1_psm,all,21,-5580.409828592882,-5667.414461819938,1.80655063176374e-06
add1_psm,all,22,-5718.561571445192,-5507.120394311545,3.226307533911548e-07
add1_psm,all,23,-5619.614265075454,-5630.661430291364,6.643226995804452e-08
add1_psm,all,24,-5450.586685004254,-5800.056613634158,2.3833895125454455e-07
add1_psm,all,25,-5548.614407468151,-5684.79824022169,9.598157601059284e-07
add1_psm,all,26,-5726.6040959703205,-5536.471827581069,2.1531948416093693e-06
add1_psm,all,27,-5661.956342695827,-5591.077168399249,3.2290450383602063e-06
add1_psm,all,28,-5522.136255518423,-5710.367120741527,4.017683619954073e-06
add1_psm,all,29,-5629.14292986401,-5608.763897176874,3.257983117628645e-07
add1_psm,all,30,-5557.722913896427,-5681.416091929377,3.814919082650676e-06
add1_psm,all,31,-5789.963534936108,-5446.479664128225,4.661947530919764e-08
add1_psm,all,32,-5627.216881230595,-5595.492755594724,4.41673132745771e-08
add1_psm,all,33,-5500.343408086306,-5745.985390402808,9.410323979381714e-07
add1_psm,all,34,-5579.557620339786,-5661.0106220684365,1.6505486102399966e-07
add1_psm,all,35,-5725.567368439294,-5512.241493274118,3.229756877008912e-07
add1_psm,all,36,-5750.834556821927,-5492.209016083322,6.470796622615353e-07
add1_psm,all,37,-5576.8197895872845,-5665.643272758492,2.6495111423140704e-07
add1_psm,all,38,-5629.57389396935,-5612.952746540253,1.4086858048456918e-07
add1_psm,all,39,-5627.575925664083,-5620.1793552711815,2.5581363880368624e-06
add1_psm,all,40,-5731.121136782087,-5511.51194902864,1.5563771767126842e-06
add1_psm,all,41,-5554.68274076019,-5689.619297955861,3.144456566670549e-06
add1_psm,all,42,-5543.711511863582,-5702.498336298869,5.01033369919831e-06
add1_psm,all,43,-5635.12326638788,-5626.472943593219,2.864596499754759e-07
add1_psm,all,44,-5526.564271375607,-5728.023127827365,1.5465634923481416e-06
add1_psm,all,45,-5628.6604559153175,-5609.535841704365,5.047708374402565e-07
add1_psm,all,46,-5614.5926335151935,-5628.035673003563,1.903914392071256e-06
add1_psm,all,47,-5606.277878931797,-5651.259512654351,3.010956292560232e-08
add1_psm,all,48,-5710.191276871095,-5553.390094722034,1.3643351127853009e-06
add1_psm,all,49,-5550.2320910897615,-5689.893630292941,2.4822590015294957e-06
add1_psdm,all,0,-5683.036715875243,-5566.494035587087,1.8196232111039849e-06
add1_psdm,all,1,-5677.688739189719,-5573.121855006768,1.9226956377768127e-07
add1_psdm,all,2,-5873.613670945407,-5370.259885958537,5.6472078339315975e-08
add1_psdm,all,3,-5793.93407154605,-5444.550419771925,5.540643321513673e-07
add1_psdm,all,4,-5338.762028671636,-5889.103160315573,7.841864768448623e-13
add1_psdm,all,5,-5530.647188155555,-5711.253569049636,4.492697962833445e-06
add1_psdm,all,6,-5527.57239364729,-5703.0783896086805,8.273047830423547e-07
add1_psdm,all,7,-5633.902816971633,-5630.645052088845,1.969709438407636e-07
add1_psdm,all,8,-5673.434967854707,-5591.317058103234,2.0048063159002813e-07
add1_psdm,all,9,-5572.435527797529,-5657.55124161328,1.652862595221876e-06
add1_psdm,all,10,-5565.482806354889,-5687.592281654727,1.0673960804177457e-08
add1_psdm,all,11,-5741.737887789503,-5508.77598773864,4.2741178484195217e-08
add1_psdm,all,12,-5485.256346906029,-5754.347471981028,4.3183144541238486e-08
add1_psdm,all,13,-5694.868000254485,-5537.7036106536025,2.074441909897981e-06
add1_psdm,all,14,-5584.843896896896,-5645.140221703278,3.012861400430893e-06
add1_psdm,all,15,-5707.472684482515,-5552.73826683576,3.628577094070926e-06
add1_psdm,all,16,-5634.648103926259,-5609.973192682979,1.962079244187094e-05
add1_psdm,all,17,-5725.344810513935,-5512.602882026931,5.50194091460147e-06
add1_psdm,all,18,-5816.414912314329,-5446.418475996405,1.5085342259375062e-06
add1_psdm,all,19,-5704.299367557616,-5544.892418098202,9.877907490032616e-07
add1_psdm,all,20,-5605.923312923766,-5641.071254404278,3.2126740578464667e-06
add1_psdm,all,21,-5580.588727913206,-5669.3872696484,5.014153612510274e-06
add1_psdm,all,22,-5729.589985717939,-5505.083175396062,5.566482792708294e-08
add1_psdm,all,23,-5620.001169263676,-5621.325085117873,6.79230300276464e-07
add1_psdm,all,24,-5449.612899402925,-5797.522657361956,4.1558320365646667e-07
add1_psdm,all,25,-5556.957178506703,-5687.374838252383,5.8844011531206913e-08
add1_psdm,all,26,-5722.169701843088,-5528.261448655707,5.107767241972093e-07
add1_psdm,all,27,-5651.027364496302,-5595.660279550621,3.080430472942176e-07
add1_psdm,all,28,-5520.221518772986,-5719.519023105634,2.2504888361764297e-07
add1_psdm,all,29,-5632.195241791001,-5625.811038472522,2.26076109882521e-06
add1_psdm,all,30,-5555.978401444666,-5675.188083719859,1.7751063818193097e-06
add1_psdm,all,31,-5788.915640430701,-5462.968807798202,5.2035408732676955e-08
add1_psdm,all,32,-5632.982774568593,-5613.145139655342,4.386303689839224e-09
add1_psdm,all,33,-5500.24957655252,-5742.417158698447,4.158408366418999e-07
add1_psdm,all,34,-5582.379504736228,-5655.982470678723,5.555278260543685e-07
add1_psdm,all,35,-5713.899696898283,-5520.314343501946,1.50739150642464e-06
add1_psdm,all,36,-5747.620683059446,-5484.385312495391,6.44148995680114e-06
add1_psdm,all,37,-5579.126011754276,-5673.63770650709,1.836363132937959e-06
add1_psdm,all,38,-5616.513874648774,-5627.980362990452,2.22301094423862e-07
add1_psdm,all,39,-5619.587154726315,-5628.375938527223,1.8540123667190768e-07
add1_psdm,all,40,-5731.56141191448,-5508.4468350866255,2.350913836946277e-06
add1_psdm,all,41,-5556.940419074377,-5684.020293216826,5.659853488168112e-07
add1_psdm,all,42,-5553.657561179219,-5700.435872786692,1.217378300656045e-06
add1_psdm,all,43,-5619.60274437199,-5613.303050367547,1.0208685286359485e-07
add1_psdm,all,44,-5524.785764876326,-5723.363523163788,1.4085040806856382e-08
add1_psdm,all,45,-5614.582289841201,-5625.417053211988,7.019537664027716e-07
add1_psdm,all,46,-5626.13945531406,-5633.369911507004,1.5821990836287911e-06
add1_psdm,all,47,-5599.85166599113,-5641.708343185466,2.5115902174155562e-09
add1_psdm,all,48,-5701.119498657478,-5544.731924822284,5.244980818473622e-07
add1_psdm,all,49,-5540.289946450779,-5696.634516811805,1.4113984737797178e-07
add1_psd,all,0,-5689.847698791793,-5564.347500522298,2.1918455435979143e-06
add1_psd,all,1,-5672.471823048332,-5574.618271544145,4.47173138221724e-07
add1_psd,all,2,-5889.579829594516,-5367.995457652576,1.589032806426875e-07
add1_psd,all,3,-5789.068995190496,-5459.691266129354,1.2938655944700441e-07
add1_psd,all,4,-5355.245112812198,-5909.788241287124,3.289591176658972e-07
add1_psd,all,5,-5527.523908852491,-5724.063542925413,4.5115293599954986e-08
add1_psd,all,6,-5530.870946049644,-5709.548264835767,2.286701900917833e-06
add1_psd,all,7,-5619.520534867205,-5623.924322964136,1.4164059328091962e-06
add1_psd,all,8,-5655.253321705751,-5590.424035182041,2.6034694273293205e-08
add1_psd,all,9,-5576.636577142735,-5649.517807899108,9.872344552179996e-06
add1_psd,all,10,-5553.610279210564,-5685.2621912329605,1.0316299171668473e-06
add1_psd,all,11,-5746.463017208743,-5514.093033549612,1.6038838939219676e-08
add1_psd,all,12,-5484.646768736597,-5755.14111569819,2.0448703371243715e-06
add1_psd,all,13,-5689.098066508538,-5542.526991616149,2.8467431110334225e-08
add1_psd,all,14,-5588.373065198514,-5654.123764196575,6.309786651631103e-06
add1_psd,all,15,-5694.529737100993,-5554.610953395186,2.3428388812457605e-07
add1_psd,all,16,-5629.608931185316,-5624.195741373803,1.1048232974346e-05
add1_psd,all,17,-5722.329741449951,-5508.854908341077,8.742181935073139e-06
add1_psd,all,18,-5812.354738905927,-5445.942488187174,3.8004970438312587e-07
add1_psd,all,19,-5693.139908946168,-5563.167616041238,9.067322170398276e-07
add1_psd,all,20,-5610.18893660006,-5645.840871320849,2.3217896077365294e-07
add1_psd,all,21,-5581.883036745759,-5670.708614473357,1.5292877715576222e-06
add1_psd,all,22,-5717.570614886504,-5507.525454264388,3.869090166746354e-07
add1_psd,all,23,-5612.669132436715,-5629.381820750099,1.2667332193010666e-06
add1_psd,all,24,-5441.533140241557,-5784.273195598004,1.1095060699785129e-07
add1_psd,all,25,-5549.571639216657,-5685.113232723118,1.996769502497939e-07
add1_psd,all,26,-5711.918234555432,-5517.905802844994,9.45164437994782e-07
add1_psd,all,27,-5654.29905390305,-5597.972514446777,6.616566286507536e-06
add1_psd,all,28,-5533.650088237196,-5707.827796371085,3.5377053819179317e-06
add1_psd,all,29,-5631.866867252443,-5615.343659399056,1.3841282669906409e-06
add1_psd,all,30,-5566.617732639281,-5685.004700116228,4.809232578300924e-07
add1_psd,all,31,-5795.858399454348,-5456.695600641296,2.384879383319775e-06
add1_psd,all,32,-5639.332030831865,-5615.312424033333,7.173387945930086e-08
add1_psd,all,33,-5507.71391433814,-5754.298206964567,8.849977616074426e-07
add1_psd,all,34,-5583.8020661768205,-5664.653907186127,1.6776014403368264e-07
add1_psd,all,35,-5715.413888945713,-5516.418622465813,8.226804528458736e-10
add1_psd,all,36,-5738.819780597386,-5487.056672342445,6.474357666905682e-06
add1_psd,all,37,-5576.367674320474,-5672.630721533388,2.921316873610096e-07
add1_psd,all,38,-5623.859693654842,-5624.1456776663135,3.89831111074645e-06
add1_psd,all,39,-5625.655858368777,-5626.015459293191,2.985056973877078e-06
add1_psd,all,40,-5728.649188737417,-5506.447737359624,4.148853186288732e-08
add1_psd,all,41,-5552.542591234204,-5689.579224862106,3.6063553459138816e-06
add1_psd,all,42,-5544.072557713622,-5701.421329112703,9.008194186322996e-07
add1_psd,all,43,-5627.913568680321,-5623.80321612048,2.1746977646393972e-08
add1_psd,all,44,-5526.635575501964,-5735.350183804221,1.4154316958961868e-08
add1_psd,all,45,-5626.815013205468,-5618.011474728362,1.34831406641094e-07
add1_psd,all,46,-5624.2710764680105,-5629.525084034595,8.424771791715382e-08
add1_psd,all,47,-5601.327922469226,-5651.106874777596,2.0482118054482996e-09
add1_psd,all,48,-5695.382522340119,-5547.661512161305,1.627222891866155e-06
add1_psd,all,49,-5542.502444584581,-5685.986772162329,4.509866126871238e-08
add1_ps,all,0,-5677.531247707689,-5559.372538191923,2.864863040171976e-06
add1_ps,all,1,-5666.6313139657095,-5568.078232761598,1.951943103423721e-07
add1_ps,all,2,-5866.864231162593,-5367.093037113709,2.1261955708306406e-06
add1_ps,all,3,-5793.380499615737,-5461.09500223014,4.719877760083096e-07
add1_ps,all,4,-5349.950945793808,-5900.661924649376,5.130301937796944e-06
add1_ps,all,5,-5539.563417260292,-5718.627900893786,3.628976003574563e-06
add1_ps,all,6,-5540.65163005442,-5710.413226784091,3.976075152979159e-06
add1_ps,all,7,-5630.785699559464,-5618.255493105107,1.33267918033213e-06
add1_ps,all,8,-5666.691412436356,-5585.135506710664,4.96985771193232e-07
add1_ps,all,9,-5572.26851050655,-5657.913724841879,4.525539261933387e-06
add1_ps,all,10,-5558.741378006188,-5690.646443386045,1.00328580889785e-06
add1_ps,all,11,-5738.365759198543,-5513.131766290544,1.0810709609874105e-07
add1_ps,all,12,-5482.7874084833065,-5746.622680559766,1.959484251064852e-06
add1_ps,all,13,-5701.64065050984,-5542.452435934477,1.0123749693225682e-08
add1_ps,all,14,-5593.170919532306,-5641.531995893667,6.268039220314382e-07
add1_ps,all,15,-5708.8454362343255,-5548.813320092105,1.612414022597162e-06
add1_ps,all,16,-5633.866117904976,-5612.106896281376,7.596340467936918e-08
add1_ps,all,17,-5716.628826640373,-5519.37460482372,3.886985356263007e-07
add1_ps,all,18,-5815.513178421244,-5436.527810625926,1.8202660895747943e-06
add1_ps,all,19,-5693.581624662197,-5556.815549743794,1.3543005906411668e-06
add1_ps,all,20,-5599.453683808109,-5640.724743562568,3.8235713767609164e-06
add1_ps,all,21,-5580.809362551354,-5679.308503791936,6.646483282089655e-06
add1_ps,all,22,-5722.002308490573,-5508.661115550249,1.6713352648427423e-09
add1_ps,all,23,-5611.167227416225,-5623.835799286493,2.3908124855851057e-07
add1_ps,all,24,-5454.473847479195,-5796.913362018822,3.309117896063685e-07
add1_ps,all,25,-5543.921667145163,-5691.071030631712,3.669838035692088e-08
add1_ps,all,26,-5728.520925748444,-5523.288925758572,1.157037205903471e-07
add1_ps,all,27,-5652.757195402614,-5589.425845254773,3.505990603288528e-06
add1_ps,all,28,-5520.868151414387,-5710.4589308773,9.445445039923488e-07
add1_ps,all,29,-5637.620370731743,-5617.805426997334,1.3586504990006782e-06
add1_ps,all,30,-5561.403792374888,-5669.843654503341,5.910804117148843e-07
add1_ps,all,31,-5783.441795894663,-5445.738721359481,1.551369606824277e-07
add1_ps,all,32,-5634.867931342177,-5607.960690215619,2.4029825077391305e-07
add1_ps,all,33,-5503.592880954874,-5742.296195030579,2.8771903019152417e-07
add1_ps,all,34,-5573.017628723292,-5659.054200457088,1.7553745330186292e-09
add1_ps,all,35,-5723.93057690656,-5524.241074309389,1.553409399278619e-06
add1_ps,all,36,-5749.854709113411,-5485.1549410918,1.856787706925356e-06
add1_ps,all,37,-5582.550666351253,-5666.105575320814,5.152817092213788e-09
add1_ps,all,38,-5630.020602742854,-5613.458722252927,1.8258066708796397e-06
add1_ps,all,39,-5627.306337283056,-5625.853616072873,5.706747659743491e-07
add1_ps,all,40,-5718.2198660387785,-5507.526777029764,1.4713958269516903e-06
add1_ps,all,41,-5555.332592244748,-5689.535929213261,2.8410008640150977e-07
add1_ps,all,42,-5547.81260948026,-5697.889112399192,4.040958342452001e-07
add1_ps,all,43,-5622.48346898575,-5626.635218859423,8.242860390010874e-07
add1_ps,all,44,-5512.970255798909,-5726.528132250644,2.236908352923934e-07
add1_ps,all,45,-5625.546493317044,-5617.981197157585,1.00521063972201e-06
add1_ps,all,46,-5615.32129256082,-5633.162798274745,4.58818670630854e-08
add1_ps,all,47,-5602.566636567131,-5647.940633249551,2.456461900726736e-07
add1_ps,all,48,-5697.96612043417,-5550.326460291316,1.6148339598478953e-06
add1_ps,all,49,-5542.580842545354,-5691.539660913648,4.1667782285912435e-11
add1_pmsd,all,0,-5682.887226684574,-5574.280888930517,5.696133682860941e-07
add1_pmsd,all,1,-5665.866199924628,-5587.641726982836,2.545103427810706e-06
add1_pmsd,all,2,-5883.389056018619,-5372.792096364161,1.2942917817020044e-06
add1_pmsd,all,3,-5791.432776217747,-5452.552129826743,3.0044090019199226e-06
add1_pmsd,all,4,-5353.857706228064,-5905.857328499112,5.528537609093702e-07
add1_pmsd,all,5,-5525.832717579198,-5721.43889075982,2.8710098849564774e-08
add1_pmsd,all,6,-5518.371689854676,-5710.5044390298735,1.4605261145033202e-06
add1_pmsd,all,7,-5620.680843515886,-5618.826894228853,6.716046350350889e-06
add1_pmsd,all,8,-5654.121779902508,-5587.413648864953,8.376179769165328e-07
add1_pmsd,all,9,-5574.428698583097,-5665.868947984038,2.6934606307687892e-11
add1_pmsd,all,10,-5556.081612829255,-5690.519817742293,1.0211260741810123e-07
add1_pmsd,all,11,-5733.166853191627,-5517.790672439447,3.1052248590959614e-07
add1_pmsd,all,12,-5480.82768134623,-5750.990776723569,5.29915021579701e-10
add1_pmsd,all,13,-5698.394395261027,-5550.925022348778,1.98522460464662e-07
add1_pmsd,all,14,-5597.397345574275,-5644.582938614701,2.917755198286008e-06
add1_pmsd,all,15,-5696.682170698182,-5553.723773405007,3.2720568234663346e-06
add1_pmsd,all,16,-5640.0892444352585,-5613.787424001803,1.412883375393838e-06
add1_pmsd,all,17,-5724.033716958693,-5516.064737133512,1.5101821967647591e-06
add1_pmsd,all,18,-5808.409773915142,-5440.009708557549,5.540203079523643e-07
add1_pmsd,all,19,-5695.416839803007,-5554.303823427689,8.31408121926833e-07
add1_pmsd,all,20,-5608.825443187426,-5656.364270078113,1.7173616823259818e-07
add1_pmsd,all,21,-5584.26356760556,-5671.511239679032,5.1853955748446e-06
add1_pmsd,all,22,-5723.212575641153,-5510.456279199941,8.832102760055146e-07
add1_pmsd,all,23,-5616.551587440815,-5622.542938585447,3.840451296917454e-06
add1_pmsd,all,24,-5445.388833664824,-5791.6864995108135,3.243733810743803e-08
add1_pmsd,all,25,-5546.172389638984,-5693.371324670477,1.2155815572377512e-08
add1_pmsd,all,26,-5723.475218102195,-5521.874848382043,1.0597384894024215e-06
add1_pmsd,all,27,-5662.523031223638,-5593.32663817029,1.2053635408797748e-06
add1_pmsd,all,28,-5518.990975034417,-5707.571317936785,6.134414431186354e-08
add1_pmsd,all,29,-5637.293946364768,-5615.225647880116,9.236100546644324e-07
add1_pmsd,all,30,-5567.963179455642,-5673.404887351769,1.0771737563470192e-06
add1_pmsd,all,31,-5787.496328855803,-5459.214456467398,9.052357857179666e-09
add1_pmsd,all,32,-5639.574606992516,-5607.598626778855,5.745448969539124e-07
add1_pmsd,all,33,-5496.208439797373,-5746.524186538124,6.714077993690625e-08
add1_pmsd,all,34,-5580.748866201768,-5669.771035206612,2.622474459278731e-06
add1_pmsd,all,35,-5711.706329369449,-5520.123078362791,4.7146454106093954e-07
add1_pmsd,all,36,-5741.394072574431,-5499.423604324253,6.006978891814908e-06
add1_pmsd,all,37,-5571.283999311706,-5675.060326335069,7.361286824866637e-08
add1_pmsd,all,38,-5629.440506642855,-5617.766496495601,2.7432135435522256e-06
add1_pmsd,all,39,-5625.536228391868,-5604.2318311015415,2.856141494722425e-06
add1_pmsd,all,40,-5740.65864310385,-5507.74287410577,1.347444263142039e-06
add1_pmsd,all,41,-5549.879876771919,-5686.799558815693,5.330307609774123e-07
add1_pmsd,all,42,-5551.611236366484,-5695.773917144233,2.964770962217477e-07
add1_pmsd,all,43,-5628.000636529765,-5622.193234966418,1.542043161430945e-06
add1_pmsd,all,44,-5504.063524811634,-5716.100047422367,1.1176008875520293e-08
add1_pmsd,all,45,-5622.331955901092,-5617.60949094432,1.6758875918133993e-06
add1_pmsd,all,46,-5608.438983206263,-5629.390025620851,1.747292742033278e-07
add1_pmsd,all,47,-5596.228068352776,-5646.783824622557,1.541006931119444e-06
add1_pmsd,all,48,-5698.203753850679,-5554.423710064784,3.1160820132449865e-06
add1_pmsd,all,49,-5547.319812124368,-5679.310787790822,8.76675131074421e-08
add1_pms,all,0,-5678.35732200301,-5563.11168033096,3.660768205594146e-07
add1_pms,all,1,-5662.335854479975,-5573.848619377672,5.873601243919038e-07
add1_pms,all,2,-5882.076785494967,-5364.174995925288,1.36585124651046e-06
add1_pms,all,3,-5784.352562053168,-5458.58496064004,5.652205527002716e-08
add1_pms,all,4,-5347.37641792409,-5901.862342368622,3.380448211984087e-07
add1_pms,all,5,-5526.207812697385,-5715.470283950781,1.195165464753413e-07
add1_pms,all,6,-5525.653368523368,-5703.627842598721,6.638773993561875e-09
add1_pms,all,7,-5627.46600596068,-5628.309400420822,4.630801714127906e-07
add1_pms,all,8,-5661.945035869265,-5581.116665476088,4.403718856066348e-07
add1_pms,all,9,-5570.924513180424,-5660.42250311389,2.432316267655756e-06
add1_pms,all,10,-5554.682108805254,-5687.638961590272,4.98419204770651e-10
add1_pms,all,11,-5742.316918133328,-5515.905975143761,9.81745251954477e-07
add1_pms,all,12,-5501.869253106786,-5755.856242061003,1.574989275320599e-06
add1_pms,all,13,-5697.3521219303175,-5548.032637152815,7.649143676154152e-09
add1_pms,all,14,-5586.078853200963,-5651.396433531228,2.388794766230629e-07
add1_pms,all,15,-5687.742044590162,-5551.723781180067,8.188523611866868e-06
add1_pms,all,16,-5632.4860258383,-5610.1319915049935,1.370882037726159e-06
add1_pms,all,17,-5725.041386271702,-5522.073735882558,1.9191844901248668e-08
add1_pms,all,18,-5811.222408674698,-5442.845247538443,3.331026743519672e-07
add1_pms,all,19,-5693.464889999371,-5555.7683867842325,2.464068824180242e-06
add1_pms,all,20,-5603.84165225572,-5643.268009424312,4.119128565941595e-07
add1_pms,all,21,-5573.616700170735,-5660.142038501697,5.250994135582783e-06
add1_pms,all,22,-5732.729707180936,-5512.115978265338,1.8582796962909322e-10
add1_pms,all,23,-5619.701322590951,-5627.316233035886,2.702766210976655e-07
add1_pms,all,24,-5445.2559335096175,-5793.588496316911,2.0609510638279206e-07
add1_pms,all,25,-5550.436303968556,-5694.377488920739,2.862410963015982e-06
add1_pms,all,26,-5721.548020552787,-5515.418657942141,2.079739345753784e-06
add1_pms,all,27,-5652.88962735869,-5586.035031461092,4.977586021493312e-06
add1_pms,all,28,-5514.756113129709,-5716.99833715637,1.0589093896999186e-06
add1_pms,all,29,-5638.774276765536,-5618.385905772276,1.2877857195388692e-06
add1_pms,all,30,-5565.3865920738335,-5677.852230503684,8.776419703832583e-07
add1_pms,all,31,-5795.931059043697,-5448.439896753841,7.91304124852518e-08
add1_pms,all,32,-5632.132857208319,-5604.0782891772415,4.105440113663703e-07
add1_pms,all,33,-5491.603410423411,-5740.607575842514,1.8513461710526246e-07
add1_pms,all,34,-5572.298847396978,-5660.076351816673,1.584905405928696e-06
add1_pms,all,35,-5714.166999346128,-5512.897946253719,9.872201967889596e-07
add1_pms,all,36,-5749.137944758384,-5489.373015901422,5.563080845889429e-07
add1_pms,all,37,-5575.271806377378,-5669.469312015588,9.365708199364032e-07
add1_pms,all,38,-5624.264600771272,-5628.177557081817,7.174683953411991e-09
add1_pms,all,39,-5625.821456378751,-5628.41365214922,1.6519137706453834e-06
add1_pms,all,40,-5731.364111048358,-5508.70189042309,2.719441400758842e-07
add1_pms,all,41,-5549.538938749031,-5689.719688984499,1.3511051292901153e-06
add1_pms,all,42,-5544.763129686856,-5696.213268271494,2.2574439090881267e-06
add1_pms,all,43,-5619.331825356431,-5620.273137912687,9.24201998501584e-07
add1_pms,all,44,-5512.614017556527,-5722.821788392983,1.2921928131362078e-07
add1_pms,all,45,-5624.33448280809,-5621.541556217399,3.868224723466567e-07
add1_pms,all,46,-5607.507217034453,-5631.119252418686,2.864486484191502e-07
add1_pms,all,47,-5602.181861125686,-5652.012172778803,1.411156853710758e-07
add1_pms,all,48,-5699.435803376764,-5557.426781893549,3.140192333016258e-07
add1_pms,all,49,-5556.217405755273,-5692.044582366575,5.77948316033956e-08
add1_pmds,all,0,-5683.025335306731,-5559.477415389012,4.022992232380842e-06
add1_pmds,all,1,-5673.852889770205,-5565.952635609798,7.192951185796459e-08
add1_pmds,all,2,-5881.462851551516,-5363.905895035917,4.963256436558925e-08
add1_pmds,all,3,-5786.693604376884,-5452.442137531642,4.108339133520632e-08
add1_pmds,all,4,-5352.843059354647,-5906.40707685339,9.816889221772984e-06
add1_pmds,all,5,-5533.357007725897,-5720.280399189781,3.76694380032376e-07
add1_pmds,all,6,-5536.018584145594,-5712.740340941442,7.568554151659796e-07
add1_pmds,all,7,-5632.50122536512,-5631.063029726968,3.814000918187939e-12
add1_pmds,all,8,-5659.651684819592,-5587.092339927707,1.5370784098461107e-06
add1_pmds,all,9,-5576.014791672968,-5659.448964167461,2.377131861373991e-06
add1_pmds,all,10,-5565.379731486273,-5686.151374453256,6.121289984786972e-07
add1_pmds,all,11,-5731.9147292240605,-5518.789894032377,3.5904548553541767e-06
add1_pmds,all,12,-5489.62023380723,-5752.933876416259,1.0894392336015025e-06
add1_pmds,all,13,-5704.1761915260295,-5546.997188299277,1.767782390628922e-07
add1_pmds,all,14,-5590.937975810418,-5651.209913784199,7.9475853712218e-10
add1_pmds,all,15,-5696.237597389888,-5541.578729864703,3.4685195877322985e-05
add1_pmds,all,16,-5628.4496418035305,-5607.971316947055,5.734614133927776e-06
add1_pmds,all,17,-5720.104853138851,-5509.546181970388,4.05757576080521e-07
add1_pmds,all,18,-5809.5176047515415,-5441.530023468033,6.368916648705254e-06
add1_pmds,all,19,-5704.245358301545,-5548.746080469236,3.9975922533425013e-07
add1_pmds,all,20,-5601.545352600564,-5642.98990810063,1.949949413417421e-06
add1_pmds,all,21,-5580.257858180541,-5668.787268608572,3.3505947325063797e-06
add1_pmds,all,22,-5721.753706431955,-5507.924429174532,1.42524097690761e-07
add1_pmds,all,23,-5608.934400990616,-5625.654056189904,1.4959612979881025e-07
add1_pmds,all,24,-5451.358457103051,-5794.999500398081,1.4826903634287306e-08
add1_pmds,all,25,-5541.538239162392,-5686.176103470896,6.528837812379297e-08
add1_pmds,all,26,-5728.092892129679,-5520.071171674069,3.102725434198469e-06
add1_pmds,all,27,-5647.754298244622,-5585.110338265668,7.393906314592442e-06
add1_pmds,all,28,-5517.041215676163,-5705.189738033488,4.455271452233992e-06
